"macro_name","body"
"LP_ENCODING_12BIT_STR_LEN","#define LP_ENCODING_12BIT_STR_LEN(p) ((((p)[0] & 0xF) << 8) | (p)[1])"
"LP_ENCODING_IS_32BIT_STR","#define LP_ENCODING_IS_32BIT_STR(byte) (((byte)&LP_ENCODING_32BIT_STR_MASK)==LP_ENCODING_32BIT_STR)"
"LP_ENCODING_32BIT_STR_LEN","#define LP_ENCODING_32BIT_STR_LEN(p) (((uint32_t)(p)[1]<<0) | ((uint32_t)(p)[2]<<8) | ((uint32_t)(p)[3]<<16) | ((uint32_t)(p)[4]<<24))"
"LP_ENCODING_IS_7BIT_UINT","#define LP_ENCODING_IS_7BIT_UINT(byte) (((byte)&LP_ENCODING_7BIT_UINT_MASK)==LP_ENCODING_7BIT_UINT)"
"LP_ENCODING_IS_13BIT_INT","#define LP_ENCODING_IS_13BIT_INT(byte) (((byte)&LP_ENCODING_13BIT_INT_MASK)==LP_ENCODING_13BIT_INT)"
"LP_ENCODING_IS_16BIT_INT","#define LP_ENCODING_IS_16BIT_INT(byte) (((byte)&LP_ENCODING_16BIT_INT_MASK)==LP_ENCODING_16BIT_INT)"
"LP_ENCODING_IS_24BIT_INT","#define LP_ENCODING_IS_24BIT_INT(byte) (((byte)&LP_ENCODING_24BIT_INT_MASK)==LP_ENCODING_24BIT_INT)"
"LP_ENCODING_IS_32BIT_INT","#define LP_ENCODING_IS_32BIT_INT(byte) (((byte)&LP_ENCODING_32BIT_INT_MASK)==LP_ENCODING_32BIT_INT)"
"JEMALLOC_VA_ARGS_HEAD","#define JEMALLOC_VA_ARGS_HEAD(head,__VA_ARGS__...) head"
"LP_ENCODING_IS_64BIT_INT","#define LP_ENCODING_IS_64BIT_INT(byte) (((byte)&LP_ENCODING_64BIT_INT_MASK)==LP_ENCODING_64BIT_INT)"
"KQD","#define KQD(q) QI(q ## LL)"
"KQU","#define KQU(q) QU(q ## ULL)"
"KZD","#define KZD(z) ZD(z ## LL)"
"KZU","#define KZU(z) ZU(z ## ULL)"
"QD","#define QD(q) ((int64_t)q)"
"QU","#define QU(q) ((uint64_t)q)"
"CTL_RO_CGEN","#define CTL_RO_CGEN(c,n,v,t) static int n ## _ctl(tsd_t *tsd, const size_t *mib, size_t miblen, void *oldp, size_t *oldlenp, void *newp, size_t newlen) { int ret; t oldval; if (!(c)) { return ENOENT; } malloc_mutex_lock(tsd_tsdn(tsd), &ctl_mtx); READONLY(); oldval = (v); READ(oldval, t); ret = 0; label_return: malloc_mutex_unlock(tsd_tsdn(tsd), &ctl_mtx); return ret; }"
"__CPU_FREE","#define __CPU_FREE(cpuset) __sched_cpufree (cpuset)"
"test2bits","#define test2bits(x,b1,b2) testbits(x, (bit2mask(b1, b2)))"
"reset2bits","#define reset2bits(x,b1,b2) resetbits(x, (bit2mask(b1, b2)))"
"set2bits","#define set2bits(x,b1,b2) setbits(x, (bit2mask(b1, b2)))"
"testbit","#define testbit(x,b) testbits(x, bitmask(b))"
"resetbit","#define resetbit(x,b) resetbits(x, bitmask(b))"
"isSlotUnclaimed","#define isSlotUnclaimed(slot) (server.cluster->slots[slot] == NULL || bitmapTestBit(server.cluster->owner_not_claiming_slot, slot))"
"serverAssertWithInfo","#define serverAssertWithInfo(_c,_o,_e) (likely(_e)?(void)0 : (_serverAssertWithInfo(_c,_o,#_e,__FILE__,__LINE__),redis_unreachable()))"
"dictSize","#define dictSize(ht) ((ht)->used)"
"dictSize","#define dictSize(d) ((d)->ht_used[0]+(d)->ht_used[1])"
"__pconfig_generic","#define __pconfig_generic(leaf,b,c,d,retval) __asm__ __volatile__ (""pconfig\n\t"" : ""=a"" (retval), ""=b"" (b), ""=c"" (c), ""=d"" (d) : ""a"" (leaf), ""b"" (b), ""c"" (c), ""d"" (d) : ""cc"")"
"__pconfig_b","#define __pconfig_b(leaf,b,retval) __asm__ __volatile__ (""pconfig\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""b"" (b) : ""cc"")"
"__WIFSIGNALED","#define __WIFSIGNALED(status) (((signed char) (((status) & 0x7f) + 1) >> 1) > 0)"
"l_setbit","#define l_setbit(x,b) setbits(x, bitmask(b))"
"bit2mask","#define bit2mask(b1,b2) (bitmask(b1) | bitmask(b2))"
"bitmask","#define bitmask(b) (1<<(b))"
"_XABORT_CODE","#define _XABORT_CODE(x) (((x) >> 24) & 0xFF)"
"__CPU_ALLOC","#define __CPU_ALLOC(count) __sched_cpualloc (count)"
"__CPU_ALLOC_SIZE","#define __CPU_ALLOC_SIZE(count) ((((count) + __NCPUBITS - 1) / __NCPUBITS) * sizeof (__cpu_mask))"
"__enclv_generic","#define __enclv_generic(leaf,b,c,d,retval) __asm__ __volatile__(""enclv\n\t"" : ""=a"" (retval), ""=b"" (b), ""=c"" (b), ""=d"" (d) : ""a"" (leaf), ""b"" (b), ""c"" (c), ""d"" (d) : ""cc"")"
"__enclv_bc","#define __enclv_bc(leaf,b,c,retval) __asm__ __volatile__(""enclv\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""b"" (b), ""c"" (c) : ""cc"")"
"__enclv_cd","#define __enclv_cd(leaf,c,d,retval) __asm__ __volatile__(""enclv\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""c"" (c), ""d"" (d) : ""cc"")"
"__enclu_generic","#define __enclu_generic(leaf,b,c,d,retval) __asm__ __volatile__(""enclu\n\t"" : ""=a"" (retval), ""=b"" (b), ""=c"" (c), ""=d"" (d) : ""a"" (leaf), ""b"" (b), ""c"" (c), ""d"" (d) : ""cc"")"
"__enclu_bcd","#define __enclu_bcd(leaf,b,c,d,retval) __asm__ __volatile__(""enclu\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""b"" (b), ""c"" (c), ""d"" (d) : ""cc"")"
"atomic_fetch_and_explicit","#define atomic_fetch_and_explicit(PTR,VAL,MO) __atomic_fetch_and ((PTR), (VAL), (MO))"
"__enclu_bc","#define __enclu_bc(leaf,b,c,retval) __asm__ __volatile__(""enclu\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""b"" (b), ""c"" (c) : ""cc"")"
"atomic_fetch_and","#define atomic_fetch_and(PTR,VAL) __atomic_fetch_and ((PTR), (VAL), __ATOMIC_SEQ_CST)"
"__enclu_eenter","#define __enclu_eenter(leaf,b,c,retval) __asm__ __volatile__(""enclu\n\t"" : ""=a"" (retval), ""=c"" (c) : ""a"" (leaf), ""b"" (b), ""c"" (c) : ""cc"")"
"atomic_fetch_xor_explicit","#define atomic_fetch_xor_explicit(PTR,VAL,MO) __atomic_fetch_xor ((PTR), (VAL), (MO))"
"__enclu_eexit","#define __enclu_eexit(leaf,b,c,retval) __asm__ __volatile__(""enclu\n\t"" : ""=a"" (retval), ""=c"" (c) : ""a"" (leaf), ""b"" (b) : ""cc"")"
"atomic_fetch_xor","#define atomic_fetch_xor(PTR,VAL) __atomic_fetch_xor ((PTR), (VAL), __ATOMIC_SEQ_CST)"
"__encls_generic","#define __encls_generic(leaf,b,c,d,retval) __asm__ __volatile__(""encls\n\t"" : ""=a"" (retval), ""=b"" (b), ""=c"" (c), ""=d"" (d) : ""a"" (leaf), ""b"" (b), ""c"" (c), ""d"" (d) : ""cc"")"
"atomic_fetch_or_explicit","#define atomic_fetch_or_explicit(PTR,VAL,MO) __atomic_fetch_or ((PTR), (VAL), (MO))"
"__encls_bc","#define __encls_bc(leaf,b,c,retval) __asm__ __volatile__ (""encls\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""b"" (b), ""c"" (c) : ""cc"")"
"__encls_bcd","#define __encls_bcd(leaf,b,c,d,retval) __asm__ __volatile__(""encls\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""b"" (b), ""c"" (c), ""d"" (d) : ""cc"")"
"atomic_fetch_or","#define atomic_fetch_or(PTR,VAL) __atomic_fetch_or ((PTR), (VAL), __ATOMIC_SEQ_CST)"
"atomic_fetch_sub_explicit","#define atomic_fetch_sub_explicit(PTR,VAL,MO) __atomic_fetch_sub ((PTR), (VAL), (MO))"
"atomic_fetch_sub","#define atomic_fetch_sub(PTR,VAL) __atomic_fetch_sub ((PTR), (VAL), __ATOMIC_SEQ_CST)"
"__encls_c","#define __encls_c(leaf,c,retval) __asm__ __volatile__(""encls\n\t"" : ""=a"" (retval) : ""a"" (leaf), ""c"" (c) : ""cc"")"
"atomic_fetch_add_explicit","#define atomic_fetch_add_explicit(PTR,VAL,MO) __atomic_fetch_add ((PTR), (VAL), (MO))"
"__encls_edbgrd","#define __encls_edbgrd(leaf,b,c,retval) __asm__ __volatile__(""encls\n\t"" : ""=a"" (retval), ""=b"" (b) : ""a"" (leaf), ""c"" (c))"
"atomic_fetch_add","#define atomic_fetch_add(PTR,VAL) __atomic_fetch_add ((PTR), (VAL), __ATOMIC_SEQ_CST)"
"atomic_compare_exchange_weak","#define atomic_compare_exchange_weak(PTR,VAL,DES) atomic_compare_exchange_weak_explicit (PTR, VAL, DES, __ATOMIC_SEQ_CST, __ATOMIC_SEQ_CST)"
"atomic_compare_exchange_weak_explicit","#define atomic_compare_exchange_weak_explicit(PTR,VAL,DES,SUC,FAIL) __extension__ ({ __auto_type __atomic_compare_exchange_ptr = (PTR); __typeof__ ((void)0, *__atomic_compare_exchange_ptr) __atomic_compare_exchange_tmp = (DES); __atomic_compare_exchange (__atomic_compare_exchange_ptr, (VAL), &__atomic_compare_exchange_tmp, 1, (SUC), (FAIL)); })"
"atomic_compare_exchange_strong","#define atomic_compare_exchange_strong(PTR,VAL,DES) atomic_compare_exchange_strong_explicit (PTR, VAL, DES, __ATOMIC_SEQ_CST, __ATOMIC_SEQ_CST)"
"QUANTUM_CEILING","#define QUANTUM_CEILING(a) (((a) + QUANTUM_MASK) & ~QUANTUM_MASK)"
"VARIABLE_ARRAY","#define VARIABLE_ARRAY(type,name,count) type name[(count)]"
"ALIGNMENT_ADDR2OFFSET","#define ALIGNMENT_ADDR2OFFSET(a,alignment) ((size_t)((uintptr_t)(a) & (alignment - 1)))"
"ALIGNMENT_ADDR2BASE","#define ALIGNMENT_ADDR2BASE(a,alignment) ((void *)((uintptr_t)(a) & ((~(alignment)) + 1)))"
"CACHELINE_CEILING","#define CACHELINE_CEILING(s) (((s) + CACHELINE_MASK) & ~CACHELINE_MASK)"
"atomic_compare_exchange_strong_explicit","#define atomic_compare_exchange_strong_explicit(PTR,VAL,DES,SUC,FAIL) __extension__ ({ __auto_type __atomic_compare_exchange_ptr = (PTR); __typeof__ ((void)0, *__atomic_compare_exchange_ptr) __atomic_compare_exchange_tmp = (DES); __atomic_compare_exchange (__atomic_compare_exchange_ptr, (VAL), &__atomic_compare_exchange_tmp, 0, (SUC), (FAIL)); })"
"GET_SET_RETURN","#define GET_SET_RETURN(target_var,new_val) do { void *old_val = (void*)target_var; if (new_val) { void **temp = (void**)&target_var; *temp = new_val; } return old_val; } while(0)"
"atomic_exchange","#define atomic_exchange(PTR,VAL) atomic_exchange_explicit (PTR, VAL, __ATOMIC_SEQ_CST)"
"atomic_exchange_explicit","#define atomic_exchange_explicit(PTR,VAL,MO) __extension__ ({ __auto_type __atomic_exchange_ptr = (PTR); __typeof__ ((void)0, *__atomic_exchange_ptr) __atomic_exchange_val = (VAL); __typeof__ ((void)0, *__atomic_exchange_ptr) __atomic_exchange_tmp; __atomic_exchange (__atomic_exchange_ptr, &__atomic_exchange_val, &__atomic_exchange_tmp, (MO)); __atomic_exchange_tmp; })"
"atomic_load","#define atomic_load(PTR) atomic_load_explicit (PTR, __ATOMIC_SEQ_CST)"
"atomic_store","#define atomic_store(PTR,VAL) atomic_store_explicit (PTR, VAL, __ATOMIC_SEQ_CST)"
"NEXT","#define NEXT(v,p) (((v) << 8) | p[2])"
"expect_false","#define expect_false(expr) expect ((expr) != 0, 0)"
"expect","#define expect(expr,value) __builtin_expect ((expr),(value))"
"atomic_is_lock_free","#define atomic_is_lock_free(OBJ) __atomic_is_lock_free (sizeof (*(OBJ)), (OBJ))"
"expect_true","#define expect_true(expr) expect ((expr) != 0, 1)"
"NO_SANITIZE_MSAN","#define NO_SANITIZE_MSAN(sanitizer) "
"__CPU_OP_S","#define __CPU_OP_S(setsize,destset,srcset1,srcset2,op) (__extension__ ({ cpu_set_t *__dest = (destset); const __cpu_mask *__arr1 = (srcset1)->__bits; const __cpu_mask *__arr2 = (srcset2)->__bits; size_t __imax = (setsize) / sizeof (__cpu_mask); size_t __i; for (__i = 0; __i < __imax; ++__i) ((__cpu_mask *) __dest->__bits)[__i] = __arr1[__i] op __arr2[__i]; __dest; }))"
"NO_SANITIZE","#define NO_SANITIZE(sanitizer) "
"__CPU_EQUAL_S","#define __CPU_EQUAL_S(setsize,cpusetp1,cpusetp2) (__builtin_memcmp (cpusetp1, cpusetp2, setsize) == 0)"
"SET_ERRNO","#define SET_ERRNO(n) errno = (n)"
"testbits","#define testbits(x,m) ((x) & (m))"
"setbits","#define setbits(x,m) ((x) |= (m))"
"resetbits","#define resetbits(x,m) ((x) &= cast(lu_byte, ~(m)))"
"__WIFEXITED","#define __WIFEXITED(status) (__WTERMSIG(status) == 0)"
"xorshift64star_next","#define xorshift64star_next() do { rseed ^= rseed >> 12; rseed ^= rseed << 25; rseed ^= rseed >> 27; rout = rseed * UINT64_C(2685821657736338717); } while(0)"
"__WSTOPSIG","#define __WSTOPSIG(status) __WEXITSTATUS(status)"
"__WTERMSIG","#define __WTERMSIG(status) ((status) & 0x7f)"
"luaS_fix","#define luaS_fix(s) l_setbit((s)->tsv.marked, FIXEDBIT)"
"luaS_newliteral","#define luaS_newliteral(L,s) (luaS_newlstr(L, """" s, (sizeof(s)/sizeof(char))-1))"
"__WEXITSTATUS","#define __WEXITSTATUS(status) (((status) & 0xff00) >> 8)"
"luaS_new","#define luaS_new(L,s) (luaS_newlstr(L, s, strlen(s)))"
"sizeudata","#define sizeudata(u) (sizeof(union Udata)+(u)->len)"
"sizestring","#define sizestring(s) (sizeof(union TString)+((s)->len+1)*sizeof(char))"
"key2tval","#define key2tval(n) (&(n)->i_key.tvk)"
"gnext","#define gnext(n) ((n)->i_key.nk.next)"
"__f64x","#define __f64x(x) x ## f64x"
"__f32x","#define __f32x(x) x ## f32x"
"__f64","#define __f64(x) x ## f64"
"gval","#define gval(n) (&(n)->i_val)"
"gkey","#define gkey(n) (&(n)->i_key.nk)"
"gnode","#define gnode(t,i) (&(t)->node[i])"
"__f32","#define __f32(x) x ## f32"
"equalobj","#define equalobj(L,o1,o2) (ttype(o1) == ttype(o2) && luaV_equalval(L, o1, o2))"
"api_checknelems","#define api_checknelems(L,n) api_check(L, (n) <= (L->top - L->base))"
"api_incr_top","#define api_incr_top(L) {api_check(L, L->top < L->ci->top); L->top++;}"
"checkresults","#define checkresults(L,na,nr) api_check(L, (nr) == LUA_MULTRET || (L->ci->top - L->top >= (nr) - (na)))"
"api_checkvalidindex","#define api_checkvalidindex(L,i) api_check(L, (i) != luaO_nilobject)"
"adjustresults","#define adjustresults(L,nres) { if (nres == LUA_MULTRET && L->top >= L->ci->top) L->ci->top = L->top; }"
"kill_dependency","#define kill_dependency(Y) __extension__ ({ __auto_type __kill_dependency_tmp = (Y); __kill_dependency_tmp; })"
"atomic_init","#define atomic_init(PTR,VAL) atomic_store_explicit (PTR, VAL, __ATOMIC_RELAXED)"
"lua_getref","#define lua_getref(L,ref) lua_rawgeti(L, LUA_REGISTRYINDEX, (ref))"
"ATOMIC_VAR_INIT","#define ATOMIC_VAR_INIT(VALUE) (VALUE)"
"lua_unref","#define lua_unref(L,ref) luaL_unref(L, LUA_REGISTRYINDEX, (ref))"
"lua_ref","#define lua_ref(L,lock) ((lock) ? luaL_ref(L, LUA_REGISTRYINDEX) : (lua_pushstring(L, ""unlocked references are obsolete""), lua_error(L), 0))"
"luaL_addsize","#define luaL_addsize(B,n) ((B)->p += (n))"
"luaL_putchar","#define luaL_putchar(B,c) luaL_addchar(B,c)"
"luaL_addchar","#define luaL_addchar(B,c) ((void)((B)->p < ((B)->buffer+LUAL_BUFFERSIZE) || luaL_prepbuffer(B)), (*(B)->p++ = (char)(c)))"
"luaL_opt","#define luaL_opt(L,f,n,d) (lua_isnoneornil(L,(n)) ? (d) : f(L,(n)))"
"luaL_getmetatable","#define luaL_getmetatable(L,n) (lua_getfield(L, LUA_REGISTRYINDEX, (n)))"
"luaL_dostring","#define luaL_dostring(L,s) (luaL_loadstring(L, s) || lua_pcall(L, 0, LUA_MULTRET, 0))"
"luaL_dofile","#define luaL_dofile(L,fn) (luaL_loadfile(L, fn) || lua_pcall(L, 0, LUA_MULTRET, 0))"
"luaL_typename","#define luaL_typename(L,i) lua_typename(L, lua_type(L,(i)))"
"luaL_optlong","#define luaL_optlong(L,n,d) ((long)luaL_optinteger(L, (n), (d)))"
"luaL_checklong","#define luaL_checklong(L,n) ((long)luaL_checkinteger(L, (n)))"
"luaL_optint","#define luaL_optint(L,n,d) ((int)luaL_optinteger(L, (n), (d)))"
"DL_CALL_FCT","#define DL_CALL_FCT(fctp,args) (_dl_mcount_wrapper_check ((void *) (fctp)), (*(fctp)) args)"
"luaL_optstring","#define luaL_optstring(L,n,d) (luaL_optlstring(L, (n), (d), NULL))"
"luaL_checkstring","#define luaL_checkstring(L,n) (luaL_checklstring(L, (n), NULL))"
"luaL_argcheck","#define luaL_argcheck(L,cond,numarg,extramsg) ((void)((cond) || luaL_argerror(L, (numarg), (extramsg))))"
"luaL_getn","#define luaL_getn(L,i) ((int)lua_objlen(L, i))"
"abs_index","#define abs_index(L,i) ((i) > 0 || (i) <= LUA_REGISTRYINDEX ? (i) : lua_gettop(L) + (i) + 1)"
"S_TYPEISSHM","#define S_TYPEISSHM(buf) __S_TYPEISSHM(buf)"
"S_TYPEISSEM","#define S_TYPEISSEM(buf) __S_TYPEISSEM(buf)"
"S_TYPEISMQ","#define S_TYPEISMQ(buf) __S_TYPEISMQ(buf)"
"S_ISSOCK","#define S_ISSOCK(mode) __S_ISTYPE((mode), __S_IFSOCK)"
"S_ISLNK","#define S_ISLNK(mode) __S_ISTYPE((mode), __S_IFLNK)"
"S_ISFIFO","#define S_ISFIFO(mode) __S_ISTYPE((mode), __S_IFIFO)"
"S_ISREG","#define S_ISREG(mode) __S_ISTYPE((mode), __S_IFREG)"
"S_ISBLK","#define S_ISBLK(mode) __S_ISTYPE((mode), __S_IFBLK)"
"S_ISCHR","#define S_ISCHR(mode) __S_ISTYPE((mode), __S_IFCHR)"
"S_ISDIR","#define S_ISDIR(mode) __S_ISTYPE((mode), __S_IFDIR)"
"__S_ISTYPE","#define __S_ISTYPE(mode,mask) (((mode) & __S_IFMT) == (mask))"
"bufffree","#define bufffree(B) ((size_t)(LUAL_BUFFERSIZE - bufflen(B)))"
"_IOC_SIZE","#define _IOC_SIZE(nr) (((nr) >> _IOC_SIZESHIFT) & _IOC_SIZEMASK)"
"_IOC_NR","#define _IOC_NR(nr) (((nr) >> _IOC_NRSHIFT) & _IOC_NRMASK)"
"_IOC_TYPE","#define _IOC_TYPE(nr) (((nr) >> _IOC_TYPESHIFT) & _IOC_TYPEMASK)"
"_IOC_DIR","#define _IOC_DIR(nr) (((nr) >> _IOC_DIRSHIFT) & _IOC_DIRMASK)"
"_IOWR_BAD","#define _IOWR_BAD(type,nr,size) _IOC(_IOC_READ|_IOC_WRITE,(type),(nr),sizeof(size))"
"_IOW_BAD","#define _IOW_BAD(type,nr,size) _IOC(_IOC_WRITE,(type),(nr),sizeof(size))"
"_IOR_BAD","#define _IOR_BAD(type,nr,size) _IOC(_IOC_READ,(type),(nr),sizeof(size))"
"_IOWR","#define _IOWR(type,nr,size) _IOC(_IOC_READ|_IOC_WRITE,(type),(nr),(_IOC_TYPECHECK(size)))"
"_IOW","#define _IOW(type,nr,size) _IOC(_IOC_WRITE,(type),(nr),(_IOC_TYPECHECK(size)))"
"_IOR","#define _IOR(type,nr,size) _IOC(_IOC_READ,(type),(nr),(_IOC_TYPECHECK(size)))"
"createStringConfig","#define createStringConfig(name,alias,flags,empty_to_null,config_addr,default,is_valid,apply) { embedCommonConfig(name, alias, flags) embedConfigInterface(stringConfigInit, stringConfigSet, stringConfigGet, stringConfigRewrite, apply) .type = STRING_CONFIG, .data.string = { .config = &(config_addr), .default_value = (default), .is_valid_fn = (is_valid), .convert_empty_to_null = (empty_to_null), } }"
"createIntConfig","#define createIntConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_INT, .config.i = &(config_addr) } }"
"createUIntConfig","#define createUIntConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_UINT, .config.ui = &(config_addr) } }"
"createULongConfig","#define createULongConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_ULONG, .config.ul = &(config_addr) } }"
"createULongLongConfig","#define createULongLongConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_ULONG_LONG, .config.ull = &(config_addr) } }"
"createSizeTConfig","#define createSizeTConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_SIZE_T, .config.st = &(config_addr) } }"
"createSSizeTConfig","#define createSSizeTConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_SSIZE_T, .config.sst = &(config_addr) } }"
"createTimeTConfig","#define createTimeTConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_TIME_T, .config.tt = &(config_addr) } }"
"createOffTConfig","#define createOffTConfig(name,alias,flags,lower,upper,config_addr,default,num_conf_flags,is_valid,apply) embedCommonNumericalConfig(name, alias, flags, lower, upper, config_addr, default, num_conf_flags, is_valid, apply) .numeric_type = NUMERIC_TYPE_OFF_T, .config.ot = &(config_addr) } }"
"createSpecialConfig","#define createSpecialConfig(name,alias,modifiable,setfn,getfn,rewritefn,applyfn) { .type = SPECIAL_CONFIG, embedCommonConfig(name, alias, modifiable) embedConfigInterface(NULL, setfn, getfn, rewritefn, applyfn) }"
"INIT_KVSTORE_STATE","#define INIT_KVSTORE_STATE(kvs) ((kvstoreIterState){(kvs), ITER_SLOT_DEFRAG_LUT, 0})"
"__f128","#define __f128(x) x ## f128"
"__CPU_COUNT_S","#define __CPU_COUNT_S(setsize,cpusetp) __sched_cpucount (setsize, cpusetp)"
"__CPU_ISSET_S","#define __CPU_ISSET_S(cpu,setsize,cpusetp) (__extension__ ({ size_t __cpu = (cpu); __cpu / 8 < (setsize) ? ((((const __cpu_mask *) ((cpusetp)->__bits))[__CPUELT (__cpu)] & __CPUMASK (__cpu))) != 0 : 0; }))"
"__CPU_CLR_S","#define __CPU_CLR_S(cpu,setsize,cpusetp) (__extension__ ({ size_t __cpu = (cpu); __cpu / 8 < (setsize) ? (((__cpu_mask *) ((cpusetp)->__bits))[__CPUELT (__cpu)] &= ~__CPUMASK (__cpu)) : 0; }))"
"__CPU_SET_S","#define __CPU_SET_S(cpu,setsize,cpusetp) (__extension__ ({ size_t __cpu = (cpu); __cpu / 8 < (setsize) ? (((__cpu_mask *) ((cpusetp)->__bits))[__CPUELT (__cpu)] |= __CPUMASK (__cpu)) : 0; }))"
"__CPU_ZERO_S","#define __CPU_ZERO_S(setsize,cpusetp) do __builtin_memset (cpusetp, '\0', setsize); while (0)"
"__CPUMASK","#define __CPUMASK(cpu) ((__cpu_mask) 1 << ((cpu) % __NCPUBITS))"
"__CPUELT","#define __CPUELT(cpu) ((cpu) / __NCPUBITS)"
"CPU_FREE","#define CPU_FREE(cpuset) __CPU_FREE (cpuset)"
"CPU_ALLOC","#define CPU_ALLOC(count) __CPU_ALLOC (count)"
"CPU_ALLOC_SIZE","#define CPU_ALLOC_SIZE(count) __CPU_ALLOC_SIZE (count)"
"CPU_XOR_S","#define CPU_XOR_S(setsize,destset,srcset1,srcset2) __CPU_OP_S (setsize, destset, srcset1, srcset2, ^)"
"CPU_OR_S","#define CPU_OR_S(setsize,destset,srcset1,srcset2) __CPU_OP_S (setsize, destset, srcset1, srcset2, |)"
"CPU_AND_S","#define CPU_AND_S(setsize,destset,srcset1,srcset2) __CPU_OP_S (setsize, destset, srcset1, srcset2, &)"
"CPU_XOR","#define CPU_XOR(destset,srcset1,srcset2) __CPU_OP_S (sizeof (cpu_set_t), destset, srcset1, srcset2, ^)"
"CPU_OR","#define CPU_OR(destset,srcset1,srcset2) __CPU_OP_S (sizeof (cpu_set_t), destset, srcset1, srcset2, |)"
"CPU_AND","#define CPU_AND(destset,srcset1,srcset2) __CPU_OP_S (sizeof (cpu_set_t), destset, srcset1, srcset2, &)"
"CPU_EQUAL_S","#define CPU_EQUAL_S(setsize,cpusetp1,cpusetp2) __CPU_EQUAL_S (setsize, cpusetp1, cpusetp2)"
"CPU_EQUAL","#define CPU_EQUAL(cpusetp1,cpusetp2) __CPU_EQUAL_S (sizeof (cpu_set_t), cpusetp1, cpusetp2)"
"CPU_COUNT_S","#define CPU_COUNT_S(setsize,cpusetp) __CPU_COUNT_S (setsize, cpusetp)"
"CPU_ZERO_S","#define CPU_ZERO_S(setsize,cpusetp) __CPU_ZERO_S (setsize, cpusetp)"
"CPU_ISSET_S","#define CPU_ISSET_S(cpu,setsize,cpusetp) __CPU_ISSET_S (cpu, setsize, cpusetp)"
"CPU_CLR_S","#define CPU_CLR_S(cpu,setsize,cpusetp) __CPU_CLR_S (cpu, setsize, cpusetp)"
"CPU_SET_S","#define CPU_SET_S(cpu,setsize,cpusetp) __CPU_SET_S (cpu, setsize, cpusetp)"
"CPU_COUNT","#define CPU_COUNT(cpusetp) __CPU_COUNT_S (sizeof (cpu_set_t), cpusetp)"
"CPU_ZERO","#define CPU_ZERO(cpusetp) __CPU_ZERO_S (sizeof (cpu_set_t), cpusetp)"
"CPU_ISSET","#define CPU_ISSET(cpu,cpusetp) __CPU_ISSET_S (cpu, sizeof (cpu_set_t), cpusetp)"
"CPU_CLR","#define CPU_CLR(cpu,cpusetp) __CPU_CLR_S (cpu, sizeof (cpu_set_t), cpusetp)"
"CPU_SET","#define CPU_SET(cpu,cpusetp) __CPU_SET_S (cpu, sizeof (cpu_set_t), cpusetp)"
"CREATE_MSTR_INFO","#define CREATE_MSTR_INFO(len,ismeta,type) ( (((len<<MSTR_META_BITS) + ismeta) << (MSTR_TYPE_BITS)) | type )"
"MSTR_TYPE_5_LEN","#define MSTR_TYPE_5_LEN(f) ((f) >> (MSTR_TYPE_BITS + MSTR_META_BITS))"
"MSTR_HDR_VAR","#define MSTR_HDR_VAR(T,s) struct mstrhdr ## T *sh = (void*)((s)-(sizeof(struct mstrhdr ## T)));"
"MSTR_HDR","#define MSTR_HDR(T,s) ((struct mstrhdr ## T *)((s)-(sizeof(struct mstrhdr ## T))))"
